source_id,parallax,parallax_error,phot_g_mean_mag,bp_rp,ra,ra_error
2611561706216413696,117.13884218186048,0.03412185,15.421229,1.420248,343.48356406407754,0.029973496
3705324881045028992,117.03270509707764,0.061250325,11.772939,3.1874819,195.13547450286052,0.054843727
6378584028690858496,116.31336925688149,0.016823512,9.292778,2.4678383,343.92147125181526,0.013617463
3179036008830848,116.26781443397161,0.042744365,12.101368,3.3437214,48.353258238212746,0.037388004
4900108950849461248,116.18257854098105,0.13336171,4.07351,0.76927614,5.0356095474274705,0.11317258
1165479168642900992,116.04245757212003,0.04350852,13.07033,3.705145,232.625560005462,0.034145724
5761985432616501376,115.48757106313471,0.07259748,15.888929,4.758255,133.39836837028676,0.056819335
2886233695250041216,115.39816465618533,0.029826276,11.112143,3.4003267,91.21742524933883,0.024799287
3464485826872541440,115.08346553021467,0.035883762,11.583742,3.0470934,175.34234990922278,0.024742011
3399063235755057792,114.94966074779107,0.5279793,4.241686,0.79622936,88.59482419468164,0.3168197
4365609170043180416,114.91584350091051,0.02515796,10.913422,2.8370752,254.27604768745735,0.019802552
4960651016012601856,114.60403630806456,0.040204506,12.568368,3.4673643,24.841366809333778,0.02320841
2794735086363871360,114.47346356966919,0.13814536,17.495636,4.5338573,9.07135464103575,0.10821333
3101923001490347392,114.35472221987995,0.04184089,6.231057,1.2769122,103.07278431613713,0.023346359
3101920046552857728,114.29110218630719,0.02192843,9.097528,2.329884,103.07260095888746,0.018402696
4031586157514097024,114.08541529766859,0.019123629,8.854014,2.1624355,177.77908194992455,0.01438501
5951165616611763456,113.75134443945775,0.07254689,5.3014293,0.97412014,259.7726543146931,0.04968997
6847167606385195648,113.48717988476642,0.051574934,5.48135,1.0801368,303.82866493156223,0.043473
2627117287488522240,113.4447215072131,0.029997606,9.237196,2.5417328,332.4231515660494,0.02714529
5951165616635298816,113.28575402688406,0.43021867,7.987019,2.025042,259.7685324639266,0.3495679
4519789321942643072,113.25212980007824,0.029636156,9.814883,2.283307,286.7709107522999,0.015353522
4519789081415296128,113.22280917668247,0.0191646,9.805328,2.2868843,286.8027296402767,0.009871905
5260759175761502976,113.13179107170824,0.0176141,10.212167,2.6525488,98.43896955100807,0.017775623
5260759175761501696,113.1304474816652,0.016938346,9.3847475,2.448677,98.42498690791187,0.01633246
3211461469444773376,113.07145912478761,0.02223858,5.886492,1.2494874,75.2066176720424,0.014750765
922225002820369152,112.99267789745944,0.02585768,10.665649,2.7916021,119.5542083173886,0.02070815
2400808245117576704,112.98665781642164,0.038716473,10.21215,2.719409,339.69068815030255,0.033141665
3519785523672576384,112.673969367493,0.024117958,10.290013,2.3576193,186.22388950027022,0.017918384
5260451999700465536,112.65840008030332,0.093428634,13.199735,3.888235,97.69292692592067,0.08672049
4736655036868019072,112.60996206044993,0.0557216,15.837138,5.1870556,53.56719574134565,0.04644137
5260451999698559872,112.59875347455532,0.1308523,13.44563,,97.69447071943821,0.115504175
2964001014514075520,112.46606502613807,0.02246881,5.868166,1.1573954,86.10910372271664,0.010546745
2400808142038361088,112.38592357649058,0.055467818,8.170376,2.2653556,339.6920274130413,0.045136187
2964000159821218432,112.29602820037746,0.14516802,3.476823,0.7528229,86.11439122579156,0.067644015
3089711447388931584,111.86977668317493,0.022784311,9.133169,2.2976866,124.03158305457569,0.019333843
981548637301374336,110.82634141717595,0.6945045,11.699139,3.210291,105.98716288465668,0.49830154
1057318835428596096,110.23053640673568,0.016632896,8.527628,1.9515948,169.9881036824331,0.012994209
3478160727866058368,110.17107046121285,0.020424576,8.896746,2.2076273,173.8619077285848,0.012578206
5164120762333028736,110.02539078597692,0.19444616,3.2755666,1.1661985,55.811663307520355,0.18459857
74203982469858816,109.94998579551846,0.07035666,13.555757,3.9364405,34.126686286501574,0.05629136
2349916559152267008,109.92764165734953,0.02020457,14.297183,0.91118336,10.356219925370175,0.014851349
1893189736896880640,109.85476445728253,0.025859196,10.6348,2.873805,330.306566078579,0.019128354
954697944875755136,109.7650559630471,0.27820885,18.781694,4.2240677,103.12722334041374,0.24778302
6109949904687424640,109.7322981748391,0.23160812,13.419059,3.9311018,212.99539892266262,0.20093659
5717278911884258176,109.34396565048813,0.018100515,12.970207,0.341712,115.09192337695882,0.01023486
5717278911884264576,109.25448246098924,0.03917484,13.95689,4.3793364,115.0860829678518,0.02219157
3303349202364648320,109.13810688571644,0.48333266,19.535187,3.5753174,58.84840242722281,0.46447718
4034171629042489088,109.02963997046682,0.019686269,6.1985016,1.0016494,178.26735320817272,0.013889797
1470462322431834880,108.79034810659502,0.04401583,10.71994,2.764947,205.6796933622798,0.030984173
1460229442589223424,108.72500920524958,0.16446067,4.093279,0.76205873,197.9642816133702,0.10862711
4371611781971072768,108.58090208988929,0.19848228,,,267.6016120498805,0.16183595
2976507997939000064,108.32540981694386,0.0976161,9.05489,2.7088056,77.14837445280509,0.060848024
2976850598890749824,108.27324701475469,0.039790057,10.561693,2.5987225,75.83262223513711,0.022599006
2571094283835172736,108.25824276088214,0.057761323,13.43526,3.8737068,30.56463581614585,0.05168709
6401464693867773568,108.01020563892783,0.10606345,4.0891333,0.70557785,321.61171581249374,0.06368195
3085716990368639744,107.84878596134138,0.04206865,11.653467,3.1158705,117.97896837066911,0.038048603
3269362645115584640,107.8023393880993,0.1837598,4.6564903,0.8589401,49.841600693178854,0.15219423
1227133699053734528,107.7374959463015,0.21634701,18.328342,4.8703938,214.1007048706065,0.19008215
5381537023379295744,107.4237327880164,0.035096146,11.724745,2.9091444,176.62723833501605,0.025277011
423027104407576576,107.38727063119035,0.027303873,13.467986,3.8216057,2.874734923550554,0.018855056
5381537023379295232,107.30243385622761,0.08731465,4.701676,0.85635567,176.62052057636615,0.05680687
5138510181584617856,107.29720247543435,0.23074427,9.17051,2.395567,31.2762752397911,0.18795231
4485574134969389312,107.03389973358114,0.18557437,18.652378,4.288332,275.3683665207943,0.12335323
4667836363565989120,106.86018732729843,0.43787384,20.045534,3.3193321,55.03513536747006,0.44316822
3727748630418376704,106.84044046439892,0.041284353,11.051151,2.660573,209.55650642406135,0.031178074
5020179503252128768,106.60957230063393,0.027331987,11.050699,2.547885,31.449610334078532,0.017156547
3186021141200137472,106.33898970249588,0.015222114,13.600672,0.5692425,69.44860243520402,0.012068768
5412250540681250560,106.17268218621597,0.014093538,9.158753,2.31528,146.12137189336056,0.010832597
5664814198431308288,105.97890913558383,0.022696694,9.891662,2.3962393,144.00748512333524,0.018851817
5368479017141170304,105.70523312526174,0.09215584,16.013762,5.132373,179.85615309644894,0.06466241
1143321672882274560,105.69034761779739,0.014169129,9.470075,2.362997,92.58432174711153,0.012426358
4147112604476417792,105.52292580796777,0.036142536,13.255206,3.6783772,271.43447434344563,0.03168863
3409711211681795584,105.42748417135273,0.021029381,9.004439,2.3010335,70.73548173808452,0.021129817
6078114541943893888,105.34666432766488,0.021332793,9.565008,2.489376,189.46009727129754,0.0142739415
1040827088726734976,105.29350582131478,0.031286426,13.082282,3.6711798,130.331590389547,0.020598536
5203276810942065536,105.03359374375755,0.026477605,11.5566025,3.1512985,139.28558758927346,0.025537424
970354749937140736,104.95896402103264,0.034662623,12.681532,3.4047127,90.62210758518228,0.03031321
1810616448010879488,104.91901080176949,0.0299567,11.837387,3.1421013,310.14718809392286,0.019400427
1349047857580994560,104.91474639894832,0.017698266,9.450096,2.3977938,265.9832423101327,0.015947783
628080246633611520,104.76384886334955,0.0356943,12.36353,3.1983938,148.4782397121578,0.038184177
3478127467639543296,104.6570356923785,0.026720122,14.548313,0.93699646,173.62327851191714,0.015905848
3478127463341507072,104.6132883058554,0.027652346,5.7383237,1.0040288,173.61931513361625,0.017498875
2188318517720321664,104.44145826068146,0.026091075,12.352267,3.3413076,306.5243172601894,0.023401473
4025850731201819392,104.42517041496379,0.100499645,5.1109953,0.9060354,175.26250050618376,0.06806348
6779821003058453120,104.13101101563805,0.03460256,12.0486,3.1831532,312.5691416793731,0.026703026
5425628298649940608,104.0957433164141,0.017555553,9.631405,2.5324478,144.94009578928657,0.012556852
43574131143039104,103.50079405457333,0.08819867,12.176142,3.2023096,58.17597943609416,0.08215132
1725759404752580736,103.44742930702999,0.4872679,20.120592,2.5086575,211.37927527966667,0.45921898
5946986063684477056,103.30805319435495,0.021558356,9.293614,2.27184,263.80723698261943,0.019225746
5946986063671469824,103.202705055613,0.046161182,11.613846,2.8484068,263.8059466621306,0.04553818
6254033894121581952,103.17978190067224,0.31588787,10.685861,2.6100235,235.51777703710027,0.2952818
6794047652729201024,102.9431913175485,0.023112189,7.8434396,2.1113243,311.2911826481039,0.0173317
4698424845771339520,102.90778143705751,0.01108138,13.696558,0.6537342,25.75030396963025,0.010806723
1749030362195988096,102.7965519033275,0.8009058,20.135214,3.221901,307.6793554237034,0.69739944
750586216906847104,102.75212885827295,0.40586728,11.625256,2.9660664,162.43628733718958,0.2441872
5052876333365036928,102.6992596547482,0.4758745,19.888165,3.074171,44.36088479989624,0.20827232
3200303384927512960,102.59423728721372,0.06124402,14.904285,4.640273,70.09847133151465,0.049550675
4017860992519744384,102.30138546700663,0.030192282,9.582008,2.4492664,175.55067547083934,0.019983197
2358022227591374336,102.28274631661318,0.035804268,12.697248,3.4199324,16.23022246917644,0.02607309
6792436799477051904,101.97239029860124,0.07701546,9.605488,3.1264439,310.4647312153549,0.061351646
